ticket_id,created_date,resolved_date,first_response_date,category,priority,status,department_id,agent_id,reopened_flag,resolution_notes
4030,2024-05-03 18:15:51,2024-05-06 11:55:09,2024-05-03 23:08:16,Hardware,Low,Resolved,8,19,0,Nostrum iusto saepe a pariatur quas dolorem.
4031,2024-03-24 13:49:05,2024-03-25 07:45:40,2024-03-24 14:25:53,Access,Medium,Resolved,2,7,0,Molestias dolores enim fuga.
4032,2024-01-17 15:36:34,2024-01-21 17:51:07,2024-01-17 18:17:54,Software,Low,Resolved,1,3,0,Dolores quo quidem quasi.
4033,2024-06-01 12:57:28,,2024-06-01 17:55:33,Hardware,Low,Open,5,1,0,
4034,2024-10-11 15:28:57,2024-10-11 17:35:13,2024-10-11 16:17:52,Access,High,Resolved,8,7,0,Fugit in totam quam quidem.
4035,2024-04-23 11:18:56,,2024-04-23 17:05:57,Software,Low,Open,2,18,0,
4036,2025-03-27 16:54:16,2025-03-29 18:04:59,2025-03-27 18:44:19,Software,Low,Closed,2,2,0,Blanditiis eos qui laborum exercitationem id voluptas eligendi.
4037,2025-07-21 19:27:48,2025-07-22 05:01:16,2025-07-21 22:11:58,Software,Medium,Resolved,3,7,0,Omnis doloribus facilis quo quos deserunt.
4038,2025-12-30 16:02:25,2025-12-31 00:37:22,2025-12-30 17:47:11,Software,High,Resolved,1,1,0,Neque facilis nostrum vel nihil doloribus ratione.
4039,2026-01-13 13:01:43,2026-01-13 15:21:01,2026-01-13 13:31:30,Network,High,Resolved,3,12,0,Nobis atque facilis nisi quod magni.
4040,2025-08-02 17:08:19,,2025-08-02 23:41:04,Other,Medium,Open,5,7,0,
4041,2024-08-14 12:11:11,2024-08-18 07:04:30,2024-08-14 14:14:36,Software,Medium,Resolved,5,1,0,Fugiat suscipit tenetur distinctio minima occaecati voluptas.
4042,2024-12-13 14:31:56,2024-12-14 11:26:45,2024-12-13 17:46:29,Access,Medium,Resolved,3,1,1,Cupiditate dolorum perspiciatis vel provident enim eius ex.
4043,2024-11-08 08:09:13,2024-11-08 19:47:38,2024-11-08 09:40:39,Network,High,Resolved,8,7,0,Doloribus vel neque repellat nulla.
4044,2024-08-03 12:02:50,2024-08-03 14:07:49,2024-08-03 12:51:04,Hardware,High,Resolved,5,18,0,Magnam quisquam cum libero.
4045,2025-06-03 13:39:58,2025-06-03 18:21:10,2025-06-03 13:51:26,Software,Critical,Resolved,5,11,0,Sit minus repellat ut.
4046,2024-09-10 15:38:24,2024-09-10 20:51:27,2024-09-10 15:58:55,Software,High,Resolved,8,5,0,Molestiae laboriosam adipisci pariatur vitae deserunt.
4047,2025-03-04 13:15:52,2025-03-06 00:53:05,2025-03-04 16:29:26,Access,Low,Resolved,5,3,1,Alias suscipit praesentium beatae perspiciatis nulla.
4048,2024-12-30 15:16:42,2024-12-30 17:56:33,2024-12-30 15:43:16,Network,Critical,Resolved,5,2,0,Cum maiores voluptatem.
4049,2025-03-10 13:40:51,2025-03-11 00:30:38,2025-03-10 14:43:18,Software,Medium,Resolved,1,8,0,Nihil ad id enim.
4050,2024-08-09 11:42:38,2024-08-19 21:59:52,2024-08-09 18:36:26,Software,Low,Resolved,1,5,0,Cupiditate minus minima dolore.
4051,2025-02-14 08:36:27,2025-02-17 21:23:01,2025-02-14 18:35:41,Other,Low,Resolved,5,6,0,Eligendi voluptas quibusdam nisi esse dolorum.
4052,2024-11-15 13:51:37,,2024-11-15 16:24:41,Access,Medium,Open,6,7,0,
4053,2024-10-20 15:14:59,2024-10-20 17:16:06,2024-10-20 16:16:49,Software,High,Resolved,3,6,0,Officia fugiat in.
4054,2025-11-06 14:28:44,2025-11-10 07:31:33,2025-11-06 21:08:48,Software,Low,Resolved,6,14,0,Omnis pariatur officiis rerum eaque.
4055,2024-04-09 13:16:16,2024-04-10 01:11:47,2024-04-09 16:42:56,Access,Medium,Resolved,8,20,0,Nemo nisi repellendus quas eaque fugiat.
4056,2024-04-26 12:46:36,,2024-04-26 17:40:03,Network,Medium,Open,8,3,0,
4057,2025-08-20 12:56:44,2025-08-21 06:34:02,2025-08-20 14:16:09,Network,Medium,Resolved,5,1,0,Reprehenderit vero nisi repudiandae repellat.
4058,2024-01-30 12:05:10,2024-01-31 01:54:06,2024-01-30 14:58:24,Access,Medium,Resolved,3,17,1,Aliquid neque eum cumque velit ut architecto.
4059,2024-08-29 12:43:17,,2024-08-29 14:18:38,Software,High,In Progress,4,1,0,
4060,2024-02-07 17:07:56,2024-02-07 20:39:16,2024-02-07 18:36:26,Access,High,Resolved,5,19,0,Quaerat neque culpa veniam sapiente iste quisquam.
4061,2024-04-12 15:03:32,2024-04-13 07:28:38,2024-04-12 17:56:08,Hardware,Medium,Closed,4,9,0,Iusto quia minus repellendus quidem totam nulla.
4062,2024-08-06 12:42:02,,2024-08-06 14:15:08,Access,Medium,Open,1,6,0,
4063,2025-06-29 14:31:25,2025-07-01 11:44:38,2025-06-29 21:24:38,Other,Medium,Resolved,4,10,0,Nisi magni beatae sint expedita fugiat sint.
4064,2024-08-31 12:24:02,2024-09-02 15:10:36,2024-08-31 14:07:01,Software,Low,Resolved,1,13,0,Quidem libero quis quae placeat dolor debitis.
4065,2025-01-25 09:15:54,2025-01-26 01:29:47,2025-01-26 06:54:00,Network,Low,Resolved,4,16,0,Possimus quibusdam tenetur accusamus quia deleniti.
4066,2024-11-05 14:02:47,2024-11-06 02:54:07,2024-11-05 15:20:27,Access,Medium,Resolved,2,3,0,Ipsa blanditiis recusandae cum.
4067,2024-12-26 13:02:07,2024-12-27 06:23:41,2024-12-26 15:56:51,Software,Medium,Resolved,3,14,0,Saepe laudantium illum eius quas.
4068,2025-04-06 16:51:13,2025-04-06 18:37:36,2025-04-06 17:07:13,Network,Critical,Resolved,5,20,0,Saepe nesciunt officia fuga saepe exercitationem.
4069,2025-02-10 19:40:23,2025-02-11 03:23:46,2025-02-10 22:59:16,Access,Low,Resolved,2,7,0,Adipisci laborum accusamus maiores nostrum.
4070,2024-03-22 13:35:27,2024-03-23 17:28:01,2024-03-22 18:48:30,Software,Low,Resolved,1,13,0,Eaque consequatur velit debitis.
4071,2024-11-21 13:14:44,,2024-11-21 14:46:15,Software,Low,In Progress,4,18,0,
4072,2025-11-06 16:56:11,2025-11-06 18:29:05,2025-11-06 18:58:16,Software,Critical,Closed,2,4,1,Labore molestias reprehenderit sit officia illum officiis.
4073,2025-10-20 14:36:45,2025-10-21 09:34:27,2025-10-20 16:05:05,Access,Medium,Resolved,1,6,0,Repellat dolor sequi eaque ipsa dolorum id.
4074,2026-01-27 13:30:45,2026-01-27 17:17:53,2026-01-27 15:53:59,Access,Medium,Resolved,1,19,0,Ipsam molestiae hic incidunt officia qui praesentium.
4075,2024-01-15 16:20:56,2024-01-16 00:03:42,2024-01-15 21:18:01,Software,High,Resolved,1,11,0,Quam corporis nulla vel veritatis molestias.
4076,2024-03-23 19:38:09,2024-03-23 21:22:46,2024-03-23 20:42:34,Network,High,Resolved,8,10,0,A cum odio aliquid doloremque.
4077,2024-01-15 15:45:43,,2024-01-15 17:09:26,Software,High,Open,1,3,0,
4078,2025-12-20 13:19:46,2025-12-21 00:43:18,2025-12-20 16:34:24,Other,High,Resolved,5,3,0,Esse commodi dignissimos repudiandae.
4079,2025-06-01 10:04:00,2025-06-06 15:47:00,2025-06-01 16:35:12,Software,Low,Resolved,5,5,0,Labore inventore sit porro.
4080,2025-05-17 16:37:45,2025-05-19 14:03:12,2025-05-17 18:22:16,Other,Medium,Resolved,5,7,0,Quos ad consequuntur sed corporis nulla nostrum.
4081,2025-06-14 15:58:00,2025-06-14 19:35:02,2025-06-14 16:57:46,Software,High,Reopened,6,7,1,Quae eos ducimus a.
4082,2024-02-05 09:56:48,2024-02-05 14:07:15,2024-02-05 10:34:39,Software,High,Resolved,4,10,0,Pariatur delectus doloribus.
4083,2026-02-15 12:51:31,2026-02-16 03:24:56,2026-02-15 13:40:35,Network,Medium,Resolved,4,5,0,Laboriosam numquam earum sequi possimus soluta natus.
4084,2025-03-25 18:38:55,2025-03-27 06:56:57,2025-03-25 19:13:56,Software,High,Resolved,5,6,0,Optio fugiat quae neque saepe est.
4085,2024-11-04 10:02:20,2024-11-05 18:02:38,2024-11-04 12:13:55,Network,Medium,Resolved,1,6,0,Aperiam recusandae minima placeat earum.
4086,2025-04-24 16:53:43,2025-04-25 02:48:32,2025-04-24 20:29:52,Other,Medium,Resolved,1,14,0,Voluptates reiciendis ipsa libero earum magni blanditiis.
4087,2024-11-04 10:37:31,2024-11-04 23:46:41,2024-11-04 13:52:31,Software,Medium,Resolved,5,1,0,Natus accusamus fugiat quo.
4088,2024-12-18 18:40:11,,2024-12-18 21:45:16,Software,Medium,In Progress,1,18,0,
4089,2024-06-04 17:53:32,2024-06-05 00:26:59,2024-06-04 20:26:51,Network,Low,Resolved,2,1,0,Sapiente reiciendis quae ex iusto quisquam.
4090,2025-10-21 14:21:42,2025-10-23 07:27:42,2025-10-21 20:01:25,Other,Medium,Resolved,8,5,0,Quidem temporibus soluta est vero vitae officiis.
4091,2025-07-26 14:28:21,2025-07-27 08:23:37,2025-07-26 17:09:50,Other,Medium,Resolved,1,17,0,Iure architecto vero illo corrupti quod.
4092,2024-06-28 15:04:03,2024-06-28 17:56:47,2024-06-28 15:54:48,Software,Medium,Resolved,1,1,0,Corporis fugiat recusandae natus tempore.
4093,2024-11-13 15:47:51,2024-11-14 23:46:31,2024-11-13 17:49:17,Access,Medium,Resolved,8,17,0,Blanditiis quas expedita accusantium quidem.
4094,2024-08-18 12:17:14,,2024-08-18 15:22:38,Access,Medium,Open,8,17,0,
4095,2025-04-08 15:41:26,,2025-04-08 16:47:05,Network,Medium,Open,1,3,0,
4096,2025-12-19 12:49:05,2025-12-21 11:05:04,2025-12-19 23:51:11,Network,Medium,Resolved,4,11,0,Consequatur quaerat dolore optio quasi laboriosam.
4097,2024-02-04 15:38:51,2024-02-05 10:29:01,2024-02-04 17:27:56,Network,Medium,Resolved,8,9,0,Quia hic reprehenderit beatae facere ea dolores culpa.
4098,2025-09-21 17:44:33,,2025-09-21 22:45:06,Software,Low,Open,3,18,0,
4099,2024-01-10 15:01:23,2024-01-14 05:00:02,2024-01-10 15:54:45,Hardware,Medium,Resolved,6,19,0,Porro earum eaque omnis commodi.
4100,2026-01-30 12:20:04,2026-01-30 13:56:55,2026-01-30 14:44:54,Network,Medium,Resolved,8,9,0,Nam voluptates nisi dolore totam fugiat.
4101,2025-06-02 18:17:01,2025-06-04 22:19:01,2025-06-02 19:43:24,Hardware,Low,Resolved,6,14,0,Cum ad hic minima at inventore.
4102,2025-03-27 16:19:53,,2025-03-27 17:47:21,Network,High,Open,1,8,0,
4103,2024-04-14 13:20:08,2024-04-16 11:46:02,2024-04-14 15:09:01,Access,Low,Reopened,4,1,1,A perspiciatis quos expedita saepe ipsam impedit.
4104,2024-02-18 08:20:36,2024-02-25 16:23:50,2024-02-18 09:23:18,Hardware,Low,Resolved,3,18,0,Nulla alias molestias expedita dolorem.
4105,2024-01-14 19:33:37,2024-01-17 12:06:49,2024-01-15 02:13:05,Software,Low,Resolved,4,9,1,Velit minima veniam voluptas.
4106,2024-06-12 16:19:11,2024-06-13 00:23:59,2024-06-12 17:57:36,Hardware,Medium,Resolved,1,17,0,Officia itaque nam nesciunt perspiciatis dolorum magni alias.
4107,2025-04-24 15:59:11,2025-04-25 11:17:30,2025-04-24 19:08:01,Software,Medium,Resolved,5,7,0,Corrupti rem necessitatibus ullam nam odit.
4108,2025-01-10 16:29:00,2025-01-21 20:07:59,2025-01-10 18:53:03,Access,Low,Resolved,1,1,0,Magnam rem sapiente id molestias maxime unde.
4109,2025-06-07 16:44:24,,2025-06-07 19:56:24,Network,High,In Progress,2,7,0,
4110,2024-01-22 11:01:03,2024-01-30 07:23:01,2024-01-23 05:35:22,Network,Low,Resolved,6,1,0,Dolor tenetur ducimus necessitatibus.
4111,2025-03-23 11:54:26,2025-03-24 08:44:06,2025-03-23 13:16:15,Software,Medium,Resolved,6,2,0,Iste cumque quos ab voluptas.
4112,2024-12-29 08:32:09,,2024-12-29 09:11:32,Access,Medium,In Progress,4,4,0,
4113,2025-08-18 17:43:32,2025-08-22 13:47:12,2025-08-18 19:18:23,Network,Low,Resolved,4,5,0,Assumenda saepe at quas.
4114,2025-03-21 16:52:26,2025-03-23 04:51:28,2025-03-22 16:13:29,Other,Medium,Resolved,6,6,0,Hic ex dolor aliquid impedit dolore perspiciatis impedit.
4115,2025-05-08 09:39:16,2025-05-09 08:54:27,2025-05-08 12:42:39,Software,Low,Resolved,4,1,0,Incidunt sapiente officia voluptatem non fugit.
4116,2024-02-21 10:46:46,,2024-02-21 11:27:47,Software,Critical,Open,1,9,0,
4117,2024-04-05 11:42:33,2024-04-05 14:50:44,2024-04-05 11:58:58,Network,High,Resolved,2,9,0,Iure similique rem.
4118,2025-10-18 16:55:04,2025-10-19 14:20:18,2025-10-18 18:10:35,Access,Low,Resolved,1,14,0,Assumenda suscipit autem excepturi voluptatum.
4119,2025-03-24 11:46:15,2025-04-04 04:55:02,2025-03-24 16:36:18,Hardware,Low,Resolved,3,13,0,Nobis dicta occaecati molestiae iste culpa.
4120,2025-04-19 19:42:07,,2025-04-19 20:57:38,Other,Critical,In Progress,4,5,0,
4121,2025-09-25 17:26:23,,2025-09-25 19:28:46,Hardware,Medium,Open,6,4,0,
4122,2025-04-03 12:42:28,2025-04-04 11:09:48,2025-04-03 14:17:46,Software,Medium,Resolved,8,20,0,Voluptatem alias ipsam accusamus inventore.
4123,2025-12-07 16:26:18,2025-12-07 21:39:02,2025-12-07 17:06:20,Access,High,Resolved,6,1,0,Similique id in expedita aperiam vel officia.
4124,2024-12-02 14:51:01,2024-12-04 16:09:19,2024-12-02 17:11:04,Software,Low,Resolved,8,13,0,Quaerat consectetur asperiores fugit natus possimus.
4125,2025-05-24 12:16:43,2025-05-26 09:09:00,2025-05-24 14:32:23,Software,High,Resolved,4,1,0,Ipsam repudiandae eveniet quae.
4126,2025-04-12 16:49:00,2025-04-13 22:04:24,2025-04-12 22:01:14,Network,Low,Resolved,5,7,0,Veritatis maxime libero quis magni qui nihil.
4127,2024-08-12 14:51:55,2024-08-13 10:30:28,2024-08-12 17:50:02,Software,Medium,Resolved,7,10,0,Sint officia animi temporibus.
4128,2025-07-05 14:41:57,2025-07-08 23:58:21,2025-07-05 19:48:01,Hardware,Medium,Resolved,4,3,0,Eos perspiciatis ducimus vel minus.
4129,2026-01-24 15:41:49,2026-01-26 05:10:26,2026-01-24 21:29:48,Other,Low,Resolved,5,10,0,Occaecati ipsum qui architecto aliquam corrupti.
4130,2025-03-29 15:24:37,2025-03-29 17:07:13,2025-03-29 16:02:50,Software,High,Resolved,4,5,0,Voluptates aperiam recusandae commodi magni saepe eaque.
4131,2024-02-09 08:29:37,2024-02-09 21:38:21,2024-02-09 14:53:44,Network,Low,Resolved,1,7,0,Assumenda aliquid ullam ab.
4132,2025-03-04 11:11:04,2025-03-05 00:57:19,2025-03-04 18:10:36,Other,Medium,Resolved,6,5,0,Minus maiores itaque accusantium adipisci.
4133,2024-04-29 18:22:54,2024-04-30 03:50:10,2024-04-29 21:49:04,Access,Low,Resolved,5,3,0,Cumque natus eius similique nisi delectus.
4134,2025-09-23 15:29:48,,2025-09-23 22:39:39,Network,Low,Open,1,7,0,
4135,2025-02-25 17:58:46,,2025-02-25 18:30:40,Network,Critical,In Progress,4,5,0,
4136,2025-03-13 15:31:28,2025-03-14 01:25:38,2025-03-13 15:57:40,Software,Medium,Closed,2,16,0,Rerum cum vitae voluptatem perspiciatis velit eos.
4137,2025-10-28 14:07:45,2025-10-28 19:12:09,2025-10-28 20:56:28,Hardware,Medium,Resolved,6,4,0,Nulla ad quaerat odit.
4138,2025-10-19 13:00:31,2025-10-20 05:48:55,2025-10-19 13:48:15,Software,Medium,Resolved,5,18,0,Id provident earum inventore.
4139,2024-09-24 09:10:35,2024-09-24 11:59:07,2024-09-24 09:39:49,Network,High,Resolved,8,1,0,Facere laboriosam expedita.
4140,2025-02-27 12:30:44,2025-03-01 05:52:23,2025-02-27 15:31:05,Network,Medium,Resolved,8,12,0,Saepe magnam reprehenderit libero.
4141,2026-02-11 14:12:43,2026-02-11 16:44:41,2026-02-11 15:50:09,Access,High,Resolved,5,6,0,Eligendi dicta excepturi.
4142,2025-04-03 13:56:18,2025-04-03 14:54:50,2025-04-03 15:13:29,Hardware,High,Resolved,2,9,0,Totam labore totam suscipit amet fugit alias nulla.
4143,2024-11-25 12:09:03,2024-11-25 18:32:36,2024-11-25 13:17:25,Access,High,Resolved,2,11,0,Amet cum eos nesciunt quis minima labore.
4144,2024-04-23 14:53:59,,2024-04-23 15:26:49,Hardware,Medium,In Progress,4,4,0,
4145,2025-08-05 13:25:24,2025-08-06 01:45:31,2025-08-05 14:43:32,Other,Critical,Resolved,1,7,0,Eligendi culpa quod pariatur voluptatum ea dignissimos.
4146,2024-11-23 11:01:38,2024-11-23 12:27:49,2024-11-23 12:13:42,Software,High,Resolved,2,13,0,Perspiciatis eius dolorum fugit doloremque.
4147,2025-10-24 17:36:16,2025-10-26 00:38:26,2025-10-24 20:30:44,Hardware,Low,Resolved,4,9,0,Minima cumque voluptatum alias quisquam eaque.
4148,2025-09-20 14:26:19,2025-09-22 15:02:09,2025-09-20 18:30:37,Access,Low,Resolved,1,6,0,Officia atque omnis laudantium velit saepe.
4149,2024-03-01 19:42:46,,2024-03-01 22:25:44,Hardware,Low,Open,2,1,0,
4150,2025-01-09 18:36:39,2025-01-10 01:33:38,2025-01-09 21:23:04,Hardware,Medium,Resolved,7,7,0,Facilis iusto corporis voluptatibus quae.
4151,2024-03-14 09:19:37,2024-03-14 14:57:23,2024-03-14 11:03:25,Hardware,High,Resolved,1,9,0,Nobis deserunt alias soluta pariatur iste.
4152,2025-04-23 14:34:59,2025-04-24 08:08:31,2025-04-23 15:06:07,Hardware,Medium,Resolved,1,16,0,Illum facere ratione velit.
4153,2026-01-06 15:44:53,2026-01-06 18:42:25,2026-01-06 17:28:16,Network,High,Resolved,6,19,0,Sapiente quas quos earum quidem quis.
4154,2025-05-20 11:32:00,2025-05-20 16:59:48,2025-05-20 13:11:08,Access,High,Closed,1,7,0,Porro libero natus ad facere unde eligendi.
4155,2024-11-15 15:07:50,2024-11-15 19:40:52,2024-11-15 15:23:03,Hardware,High,Reopened,1,1,1,Hic atque et voluptatibus tempora accusantium commodi minus.
4156,2025-01-31 12:24:11,2025-02-11 14:59:16,2025-01-31 15:06:45,Access,Low,Resolved,2,3,0,Debitis hic excepturi corporis.
4157,2024-10-16 13:20:54,2024-10-16 15:26:22,2024-10-16 14:04:54,Access,High,Resolved,6,7,0,Ut veritatis animi non maxime.
4158,2024-10-13 11:07:46,2024-10-15 00:56:15,2024-10-13 13:00:33,Network,Medium,Resolved,1,13,0,Delectus numquam ducimus.
4159,2024-02-10 16:58:24,,2024-02-10 17:47:56,Network,High,Open,8,1,0,
4160,2024-12-03 12:14:49,,2024-12-03 13:46:49,Hardware,High,In Progress,6,4,0,
4161,2025-07-18 18:48:37,,2025-07-19 00:54:59,Hardware,Medium,Open,1,5,1,
4162,2025-11-14 12:44:02,2025-11-15 07:25:22,2025-11-14 14:46:28,Software,Low,Resolved,4,1,0,Qui similique ut nostrum velit eum aliquid.
4163,2024-05-06 10:23:52,2024-05-06 15:14:05,2024-05-06 12:32:04,Hardware,Medium,Resolved,5,7,0,Odio odio cum omnis voluptatum amet.
4164,2024-02-10 15:09:30,2024-02-10 20:25:26,2024-02-10 16:36:12,Network,High,Resolved,6,15,0,Fuga porro porro delectus occaecati iure.
4165,2025-06-26 17:59:26,2025-06-27 12:17:53,2025-06-26 19:27:54,Network,Low,Resolved,8,6,0,Est iure ea ipsum.
4166,2024-04-22 12:51:25,2024-04-23 03:39:05,2024-04-22 13:29:22,Software,Medium,Reopened,3,4,1,Ratione ullam animi nam libero sunt magnam.
4167,2025-10-09 14:53:33,2025-10-09 21:21:50,2025-10-09 15:29:53,Hardware,High,Resolved,8,11,0,Fugit sequi rerum cupiditate veniam.
4168,2024-12-29 09:32:20,2024-12-29 21:37:48,2024-12-29 10:05:59,Software,Medium,Resolved,8,2,0,Magnam enim error debitis sequi delectus possimus.
4169,2025-09-12 14:18:39,2025-09-12 15:52:02,2025-09-12 15:10:41,Network,Medium,Resolved,8,1,0,Dicta at adipisci quidem suscipit.
4170,2025-09-02 12:22:43,2025-09-02 13:58:04,2025-09-02 14:34:55,Network,High,Closed,4,1,0,Quaerat aliquam aut adipisci atque tempora optio mollitia.
4171,2025-05-30 17:21:14,2025-06-07 05:42:22,2025-05-30 21:07:46,Hardware,Low,Resolved,2,3,0,Eligendi fugit reprehenderit voluptatibus facilis vitae dignissimos.
4172,2024-08-27 14:06:45,2024-08-29 16:19:14,2024-08-27 15:49:49,Access,Low,Resolved,5,4,0,Impedit deleniti illo consequuntur consectetur minima ipsam veniam.
4173,2025-07-28 14:16:49,2025-08-04 13:45:21,2025-07-29 03:15:51,Network,Low,Resolved,1,14,0,Quibusdam velit id voluptatem distinctio unde.
4174,2026-02-20 17:20:19,2026-02-22 05:57:51,2026-02-21 00:00:30,Network,Medium,Resolved,8,1,0,Quae minus placeat harum aperiam.
4175,2025-06-30 09:00:31,2025-06-30 22:02:35,2025-06-30 15:49:37,Hardware,Low,Resolved,4,16,0,Excepturi libero corrupti molestiae a.
4176,2025-02-07 08:12:55,2025-02-07 09:46:46,2025-02-07 09:53:30,Hardware,Critical,Resolved,5,10,0,Saepe pariatur tenetur eius ea perspiciatis velit esse.
4177,2025-12-25 19:56:55,2025-12-26 03:28:27,2025-12-25 22:59:09,Software,Medium,Resolved,2,9,0,Quae laboriosam quis beatae.
4178,2024-06-12 14:27:34,,2024-06-12 17:57:14,Access,Medium,Open,4,13,0,
4179,2024-07-25 13:13:48,2024-07-25 18:05:10,2024-07-25 13:59:50,Other,Critical,Resolved,2,14,0,Placeat quia ea ipsum.
4180,2025-04-28 18:52:02,2025-04-29 15:25:24,2025-04-28 21:31:29,Hardware,Medium,Resolved,1,2,0,Officiis fugit atque debitis commodi aut ex.
4181,2025-02-03 13:49:14,2025-02-10 21:36:50,2025-02-03 19:59:10,Other,Low,Resolved,2,1,0,Maiores molestiae delectus cumque.
4182,2025-02-24 17:27:54,2025-02-25 07:55:45,2025-02-24 18:39:43,Software,Medium,Resolved,4,7,0,Earum officiis neque magni sunt ab vitae.
4183,2025-09-10 10:05:15,2025-09-12 15:20:09,2025-09-10 12:27:12,Software,Medium,Resolved,1,17,0,Atque dolore placeat porro aut autem.
4184,2024-06-02 18:16:59,2024-06-04 03:46:03,2024-06-02 20:09:27,Software,Low,Resolved,6,12,0,Perferendis aliquam tempora nesciunt aut officia.
4185,2024-07-23 12:14:40,,2024-07-23 13:14:15,Access,Medium,Open,1,18,0,
4186,2025-09-05 13:30:27,2025-09-06 00:31:28,2025-09-05 16:07:29,Hardware,Medium,Resolved,1,1,0,Dolorem aperiam veniam praesentium hic.
4187,2024-02-26 11:19:15,2024-02-27 05:32:18,2024-02-26 14:49:50,Hardware,Medium,Resolved,4,13,0,Sit soluta rem ab nostrum voluptas repudiandae.
4188,2024-08-11 14:30:48,2024-08-11 17:36:17,2024-08-11 16:29:26,Network,Medium,Closed,4,20,0,Quaerat qui dolore officia temporibus non.
4189,2024-06-29 17:10:30,2024-07-06 06:21:02,2024-06-29 22:54:19,Network,Low,Reopened,1,16,1,Necessitatibus molestiae illum libero minus nesciunt quidem.
4190,2025-05-31 10:06:10,,2025-05-31 12:19:04,Software,Medium,Open,5,15,0,
4191,2025-06-01 09:19:44,2025-06-01 12:28:47,2025-06-01 12:48:46,Access,Medium,Closed,4,3,0,Rerum porro fugit doloremque ratione.
4192,2024-07-11 10:50:33,2024-07-12 05:49:01,2024-07-11 13:24:29,Other,Medium,Resolved,2,3,0,Libero temporibus voluptatum aspernatur deleniti.
4193,2024-07-17 14:48:44,2024-07-17 17:44:58,2024-07-17 21:12:35,Access,Medium,Resolved,4,6,0,Debitis harum aliquid neque dolor itaque quos.
4194,2025-03-07 17:19:29,2025-03-08 05:45:10,2025-03-07 18:12:28,Hardware,Medium,Resolved,5,1,1,Voluptate autem impedit voluptates dolor rerum repudiandae.
4195,2025-01-15 16:43:35,,2025-01-15 18:10:30,Access,Medium,Open,3,5,0,
4196,2024-03-10 10:01:19,2024-03-12 21:47:26,2024-03-10 14:40:53,Software,Low,Resolved,7,7,0,Tempora ipsam dolor omnis.
4197,2024-02-10 09:52:20,2024-02-12 09:25:30,2024-02-10 10:18:46,Access,Medium,Resolved,8,13,0,Cum ab inventore hic blanditiis explicabo.
4198,2024-09-24 11:40:41,2024-09-25 04:04:36,2024-09-24 18:55:31,Network,Medium,Resolved,4,6,0,Eveniet sint eveniet rerum.
4199,2025-02-03 13:42:52,2025-02-04 00:58:41,2025-02-03 15:43:59,Access,Medium,Resolved,8,1,0,Officia quibusdam id similique tempore minima iure.
4200,2025-11-08 17:52:45,2025-11-09 20:04:12,2025-11-08 19:09:37,Software,High,Resolved,6,12,0,Praesentium dolorum magni nobis.
4201,2024-03-11 12:35:14,2024-03-11 16:03:25,2024-03-11 13:37:00,Software,Medium,Resolved,6,10,0,Provident aliquam porro minima quas corrupti.
4202,2024-05-25 13:29:35,2024-05-25 14:49:02,2024-05-25 14:13:10,Access,High,Resolved,3,3,0,Eum delectus cupiditate vitae sunt facere explicabo ratione.
4203,2024-01-04 14:24:19,2024-01-04 21:09:47,2024-01-05 00:40:48,Network,Medium,Reopened,4,14,1,Architecto aliquam veniam distinctio neque laudantium.
4204,2025-11-23 18:24:54,2025-12-02 05:08:59,2025-11-24 01:06:32,Hardware,Low,Closed,6,1,0,Recusandae provident officiis.
4205,2025-12-17 10:57:31,2025-12-17 20:08:16,2025-12-17 12:05:38,Software,High,Resolved,5,20,0,Molestias itaque temporibus recusandae expedita.
4206,2025-05-01 12:23:41,2025-05-02 07:58:59,2025-05-01 14:33:51,Software,Medium,Resolved,8,9,0,Laudantium adipisci cum.
4207,2024-01-24 15:56:33,,2024-01-24 22:48:19,Software,Low,Open,3,12,0,
4208,2025-04-10 11:55:04,2025-04-10 18:09:18,2025-04-10 14:00:42,Software,Medium,Resolved,4,16,1,Libero pariatur delectus amet fugiat error.
4209,2025-10-04 11:10:50,2025-10-05 06:59:47,2025-10-04 16:57:07,Software,Low,Resolved,1,13,0,Distinctio deleniti voluptatum temporibus nihil atque distinctio voluptas.
4210,2025-08-14 13:33:29,2025-08-14 18:23:35,2025-08-14 23:57:50,Network,Medium,Resolved,5,16,0,Odit magnam deserunt voluptatibus.
4211,2024-02-09 14:06:40,2024-02-09 23:41:34,2024-02-10 00:37:00,Network,Medium,Resolved,4,12,0,Quo reprehenderit iure ipsam perferendis beatae.
4212,2024-10-13 09:03:09,2024-10-13 14:46:07,2024-10-13 10:46:53,Hardware,Medium,Reopened,8,6,1,Debitis repudiandae dolorem nostrum.
4213,2025-04-10 16:32:44,2025-04-17 11:52:37,2025-04-10 18:40:35,Access,Low,Resolved,1,6,0,Odit exercitationem perspiciatis ab sed magnam.
4214,2024-11-07 11:37:32,2024-11-11 06:06:21,2024-11-07 18:43:51,Other,Low,Resolved,8,3,0,Fugiat ea illum dolor omnis officia.
4215,2025-08-21 09:19:46,2025-08-23 10:29:50,2025-08-21 14:27:09,Access,Low,Resolved,1,7,0,Expedita facilis autem harum laudantium voluptatum debitis.
4216,2025-01-26 12:01:31,,2025-01-26 12:33:51,Software,Critical,In Progress,5,12,0,
4217,2024-09-23 12:30:44,2024-09-23 19:26:38,2024-09-23 23:36:54,Network,Low,Resolved,4,20,0,Aut fuga alias nemo.
